Orientation;fp0;fp1;fp2;fp3;fp4;fp5;fp6;fp7;fp8;fp9;fp10;fp11;fp12;fp13;fp14;fp15;fp16;fp17;fp18;fp19;fp20;fp21;fp22;fp23;fp24;fp25;fp26;fp27;fp28;fp29;fp30;fp31;fp32;fp33;fp34;fp35;fp36;fp37;fp38;fp39;fp40;fp41;fp42;fp43;fp44;fp45;fp46;fp47;fp48;fp49;fp50;fp51;fp52;fp53;fp54;fp55;fp56;fp57;fp58;fp59;fp60;fp61;fp62;fp63;fp64;fp65;fp66;fp67;fp68;fp69;fp70;fp71;fp72;fp73;fp74;fp75;fp76;fp77;fp78;fp79;fp80;fp81;fp82;fp83;fp84;fp85;fp86;fp87;fp88;fp89;fp90;fp91;fp92;fp93;fp94;fp95;fp96;fp97;fp98;fp99
iPhone zum Beacon;-65;-59;-60;-60;-59;-58;-59;-59;-64;-60;-59;-60;-64;-59;-59;-65;-63;-59;-60;-66;-63;-60;-56;-59;-59;-59;-61;-59;-60;-60;-61;-59;-62;-63;-62;-60;-66;-68;-60;-59;-58;-60;-59;-64;-56;-60;-65;-63;-59;-60;-60;-60;-60;-64;-66;-59;-60;-59;-63;-60;-59;-59;-60;-59;-63;-62;-60;-60;-60;-59;-64;-59;-60;-61;-62;-59;-59;-58;-59;-60;-60;-59;-60;-59;-62;-57;-59;-60;-59;-59;-63;-59;-60;-67;-62;-60;-60;-60
Körper zwischen iPhone und Beacon;-73;-73;-69;-74;-70;-72;-72;-66;-76;-74;-77;-72;-73;-78;-72;-72;-72;-75;-71;-69;-70;-72;-72;-70;-76;-75;-73;-74;-72;-72;-78;-74;-77;-72;-75;-77;-74;-73;-69;-73;-73;-69;-74;-69;-70;-71;-70;-75;-69;-69;-73;-73;-73;-68;-73;-72;-69;-69;-69;-70;-73;-73;-72;-72;-73;-68;-72;-72;-72;-69;-76;-69;-72;-77;-74;-74;-72;-75;-74;-68;-69;-69;-74;-74;-72;-75;-72;-78;-74;-74;-73;-72;-71;-71;-71;-68
